,0
323,"  I glimpse it in the eyes that peek out over masks nodding at me quietly, orpulling me aside to tell me about a food kitchen they're trying to help or a blood drive they're tryingto publicize or a family they're trying to lift up"
324, I told you when I was elected that I would be a relentless optimist for this wonderful place that wecall home
325,  I didn't tell you I would be an optimist only if times weren't hard
326,  I didn't tell you I wouldbiilifhhllbe an optimist only if the challenges were easy
327, I didn't tell you that there was a limit to the hope I could find for this state
328,  Because there's not
329, Illinois has never let me down
330,  Not once
331,  Not even in some of her darkest hours
332, Maybe the clarity that grief and struggle bring will allow us to cast off the old parts of our lives thatnever served us well to begin with
333,  Maybe the resilience we've found facing a once in a generationchallenge has opened a path to new and better things
334,   Maybe it's time we remember what Margaret Mead was trying to teach her class during that lecturelong ago: that who we are is measured by how we care for those who need us
335,  And that wewouldn't be standing here today if that simple ancient value wasn't deeply ingrained into our veryexistence
336, Illinois
337,
338,
339,the state of our great state is STRONG
340,
341,
342,unbreakable
343,
344,
345,and enduring
346,"  It is sustained everyday by the deep, overwhelming kindness of its people, by the hopes of its leaders and by ourcommon commitment to face an uncertain tomorrow with the strength built by surviving ouryesterdays"
347, Thank you and God bless you
348,"Press ReleasesVIEW MOREGovernor Pritzker Launches Initiative to Improve Behavioral Health Services for ChildrenFriday, March 18Governor Pritzker, Senate President Harmon, Speaker Welch Issue Joint Statement on UkraineFriday, March 18Public Health Officials Announce 7,467 New Cases of Coronavirus Disease Over the Past WeekFriday, March 18●●●"
